Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Shell_Cat
China,4965901.0,Property Purchase,2023-01-08 15:00:00,Person_1787,Finance,Singapore,True,Illegal,5,3,Bank_243,Singapore,3 or more
India,2849529.0,Offshore Transfer,2023-01-08 16:00:00,Person_2820,Luxury Goods,Singapore,False,Illegal,4,6,Bank_265,Panama,3 or more
India,3613992.0,Offshore Transfer,2023-01-08 17:00:00,Person_3964,Construction,UAE,False,Legal,4,8,Bank_326,Panama,3 or more
UAE,778743.0,Cryptocurrency,2023-01-08 18:00:00,Person_5228,Arms Trade,Switzerland,False,Legal,1,4,Bank_298,Bahamas,3 or more
UAE,1300983.0,Property Purchase,2023-01-08 19:00:00,Person_6606,Casinos,Singapore,True,Legal,2,3,Bank_355,Cayman Islands,3 or more
Brazil,2553938.0,Cash Withdrawal,2023-01-08 20:00:00,Person_410,Finance,USA,False,Legal,6,8,Bank_24,Singapore,3 or more
China,1537624.0,Cryptocurrency,2023-01-08 21:00:00,Person_8177,Arms Trade,USA,False,Legal,10,8,Bank_219,Panama,3 or more
Singapore,593462.0,Stocks Transfer,2023-01-08 22:00:00,Person_9423,Oil & Gas,UAE,False,Illegal,3,0,Bank_126,Luxembourg,Less than 3
Brazil,2269432.0,Stocks Transfer,2023-01-08 23:00:00,Person_3564,Construction,Switzerland,False,Legal,6,4,Bank_284,Luxembourg,3 or more
Russia,3144912.0,Offshore Transfer,2023-01-09 00:00:00,Person_2048,Real Estate,Singapore,False,Illegal,10,2,Bank_457,Luxembourg,Less than 3
Russia,2156079.0,Property Purchase,2023-01-09 01:00:00,Person_6558,Finance,UK,True,Legal,4,1,Bank_257,Bahamas,Less than 3
Singapore,3070362.0,Property Purchase,2023-01-09 02:00:00,Person_1994,Construction,India,False,Legal,3,5,Bank_257,Bahamas,3 or more
Singapore,2081870.0,Stocks Transfer,2023-01-09 03:00:00,Person_7847,Luxury Goods,UK,False,Illegal,1,5,Bank_220,Panama,3 or more
UK,2456027.0,Cryptocurrency,2023-01-09 04:00:00,Person_163,Luxury Goods,Russia,False,Illegal,10,9,Bank_150,Cayman Islands,3 or more
India,426228.0,Cash Withdrawal,2023-01-09 05:00:00,Person_9931,Finance,UAE,False,Legal,3,3,Bank_127,Switzerland,3 or more
South Africa,4832213.0,Stocks Transfer,2023-01-09 06:00:00,Person_7630,Luxury Goods,South Africa,True,Illegal,10,7,Bank_109,Bahamas,3 or more
Russia,2795112.0,Property Purchase,2023-01-09 07:00:00,Person_8403,Finance,Brazil,False,Illegal,8,7,Bank_241,Cayman Islands,3 or more
Singapore,2661966.0,Stocks Transfer,2023-01-09 08:00:00,Person_7642,Finance,India,True,Illegal,2,9,Bank_453,Singapore,3 or more
China,47403.0,Offshore Transfer,2023-01-09 09:00:00,Person_6517,Oil & Gas,South Africa,False,Illegal,1,7,Bank_8,Bahamas,3 or more
Singapore,3741232.0,Property Purchase,2023-01-09 10:00:00,Person_9335,Casinos,UK,True,Illegal,3,0,Bank_196,Cayman Islands,Less than 3
Switzerland,868722.0,Offshore Transfer,2023-01-09 11:00:00,Person_7186,Construction,China,False,Illegal,5,9,Bank_462,Cayman Islands,3 or more
China,4633506.0,Stocks Transfer,2023-01-09 12:00:00,Person_1647,Casinos,UAE,False,Legal,9,4,Bank_337,Switzerland,3 or more
UK,2027262.0,Property Purchase,2023-01-09 13:00:00,Person_3750,Real Estate,Switzerland,False,Legal,2,9,Bank_134,Singapore,3 or more
South Africa,2205744.0,Offshore Transfer,2023-01-09 14:00:00,Person_2828,Construction,South Africa,False,Legal,2,8,Bank_48,Panama,3 or more
Singapore,3597485.0,Offshore Transfer,2023-01-09 15:00:00,Person_9291,Casinos,Singapore,True,Illegal,4,8,Bank_495,Singapore,3 or more
Brazil,399661.0,Offshore Transfer,2023-01-09 16:00:00,Person_5231,Real Estate,China,False,Illegal,3,2,Bank_139,Switzerland,Less than 3
Russia,3053747.0,Stocks Transfer,2023-01-09 17:00:00,Person_6031,Arms Trade,Switzerland,False,Illegal,2,1,Bank_294,Luxembourg,Less than 3
Singapore,621757.0,Property Purchase,2023-01-09 18:00:00,Person_6068,Casinos,China,False,Illegal,4,5,Bank_402,Bahamas,3 or more
Switzerland,706440.0,Stocks Transfer,2023-01-09 19:00:00,Person_8787,Arms Trade,China,True,Illegal,10,2,Bank_386,Cayman Islands,Less than 3
Singapore,3608635.0,Property Purchase,2023-01-09 20:00:00,Person_3776,Real Estate,Russia,False,Illegal,1,0,Bank_262,Switzerland,Less than 3
India,2336707.0,Stocks Transfer,2023-01-09 21:00:00,Person_3495,Finance,South Africa,False,Legal,9,3,Bank_182,Cayman Islands,3 or more
Singapore,1034222.0,Cash Withdrawal,2023-01-09 22:00:00,Person_3519,Finance,Russia,False,Illegal,2,5,Bank_453,Panama,3 or more
Singapore,3608225.0,Offshore Transfer,2023-01-09 23:00:00,Person_5001,Real Estate,South Africa,True,Legal,4,4,Bank_102,Singapore,3 or more
Singapore,2690236.0,Property Purchase,2023-01-10 00:00:00,Person_27,Oil & Gas,UK,False,Legal,7,5,Bank_324,Cayman Islands,3 or more
UK,848969.0,Cash Withdrawal,2023-01-10 01:00:00,Person_5632,Luxury Goods,UK,False,Illegal,5,2,Bank_344,Switzerland,Less than 3
USA,2720646.0,Offshore Transfer,2023-01-10 02:00:00,Person_997,Construction,South Africa,True,Illegal,9,3,Bank_421,Singapore,3 or more
China,2682386.0,Cash Withdrawal,2023-01-10 03:00:00,Person_9003,Real Estate,Russia,False,Illegal,10,0,Bank_196,Singapore,Less than 3
Russia,4019924.0,Stocks Transfer,2023-01-10 04:00:00,Person_2423,Oil & Gas,Russia,False,Legal,9,9,Bank_280,Switzerland,3 or more
Brazil,4804905.0,Stocks Transfer,2023-01-10 05:00:00,Person_6674,Real Estate,UAE,False,Illegal,4,8,Bank_111,Switzerland,3 or more
Russia,3020179.0,Property Purchase,2023-01-10 06:00:00,Person_6845,Casinos,Brazil,False,Illegal,2,6,Bank_118,Switzerland,3 or more
China,1972848.0,Cryptocurrency,2023-01-10 07:00:00,Person_7901,Construction,Switzerland,True,Illegal,7,9,Bank_174,Bahamas,3 or more
India,4793222.0,Cryptocurrency,2023-01-10 08:00:00,Person_3532,Arms Trade,South Africa,False,Illegal,3,9,Bank_331,Cayman Islands,3 or more
South Africa,2061524.0,Property Purchase,2023-01-10 09:00:00,Person_9921,Real Estate,South Africa,False,Illegal,9,1,Bank_61,Singapore,Less than 3
Singapore,3746944.0,Offshore Transfer,2023-01-10 10:00:00,Person_1,Real Estate,USA,False,Legal,9,5,Bank_200,Luxembourg,3 or more
USA,1240950.0,Cash Withdrawal,2023-01-10 11:00:00,Person_4750,Construction,Russia,False,Illegal,8,7,Bank_72,Luxembourg,3 or more
South Africa,2823192.0,Cash Withdrawal,2023-01-10 12:00:00,Person_7006,Construction,South Africa,False,Illegal,6,5,Bank_238,Luxembourg,3 or more
India,3609742.0,Property Purchase,2023-01-10 13:00:00,Person_9107,Arms Trade,USA,False,Illegal,3,3,Bank_264,Luxembourg,3 or more
South Africa,2395478.0,Property Purchase,2023-01-10 14:00:00,Person_860,Finance,Russia,True,Legal,7,8,Bank_422,Cayman Islands,3 or more
Brazil,4533028.0,Cryptocurrency,2023-01-10 15:00:00,Person_7811,Arms Trade,Switzerland,False,Legal,7,5,Bank_121,Switzerland,3 or more
USA,1501484.0,Property Purchase,2023-01-10 16:00:00,Person_3195,Oil & Gas,Singapore,False,Illegal,10,6,Bank_452,Switzerland,3 or more
Switzerland,4848604.0,Property Purchase,2023-01-10 17:00:00,Person_6660,Finance,USA,False,Legal,3,0,Bank_155,Luxembourg,Less than 3
Switzerland,132201.0,Cryptocurrency,2023-01-10 18:00:00,Person_8666,Finance,USA,False,Legal,6,3,Bank_475,Luxembourg,3 or more
Russia,1975129.0,Offshore Transfer,2023-01-10 19:00:00,Person_7648,Luxury Goods,Switzerland,False,Illegal,5,5,Bank_69,Panama,3 or more
Singapore,168227.0,Cash Withdrawal,2023-01-10 20:00:00,Person_3402,Luxury Goods,Russia,True,Legal,6,6,Bank_177,Bahamas,3 or more
Singapore,3809418.0,Property Purchase,2023-01-10 21:00:00,Person_5797,Finance,Switzerland,False,Legal,7,5,Bank_69,Switzerland,3 or more
Singapore,2370425.0,Cash Withdrawal,2023-01-10 22:00:00,Person_3896,Arms Trade,South Africa,False,Legal,9,2,Bank_305,Luxembourg,Less than 3
South Africa,792351.0,Stocks Transfer,2023-01-10 23:00:00,Person_2833,Casinos,China,False,Legal,8,9,Bank_172,Cayman Islands,3 or more
UK,2105599.0,Cash Withdrawal,2023-01-11 00:00:00,Person_7580,Casinos,Russia,True,Illegal,9,5,Bank_89,Singapore,3 or more
Switzerland,2903289.0,Property Purchase,2023-01-11 01:00:00,Person_1276,Real Estate,Singapore,False,Illegal,9,6,Bank_247,Bahamas,3 or more
China,1441121.0,Offshore Transfer,2023-01-11 02:00:00,Person_2439,Real Estate,UAE,True,Illegal,6,1,Bank_300,Cayman Islands,Less than 3
Singapore,1126696.0,Stocks Transfer,2023-01-11 03:00:00,Person_8887,Arms Trade,Brazil,False,Illegal,7,8,Bank_426,Switzerland,3 or more
UAE,416272.0,Stocks Transfer,2023-01-11 04:00:00,Person_9647,Oil & Gas,India,False,Legal,2,6,Bank_250,Switzerland,3 or more
Russia,404582.0,Cash Withdrawal,2023-01-11 05:00:00,Person_2483,Oil & Gas,UAE,False,Illegal,6,4,Bank_395,Cayman Islands,3 or more
USA,2015271.0,Stocks Transfer,2023-01-11 06:00:00,Person_4272,Construction,India,False,Illegal,10,2,Bank_111,Cayman Islands,Less than 3
Switzerland,1711566.0,Cash Withdrawal,2023-01-11 07:00:00,Person_7497,Construction,India,True,Illegal,6,7,Bank_483,Cayman Islands,3 or more
Singapore,4137599.0,Cryptocurrency,2023-01-11 08:00:00,Person_8952,Casinos,South Africa,False,Illegal,10,5,Bank_137,Singapore,3 or more
Brazil,2523264.0,Cash Withdrawal,2023-01-11 09:00:00,Person_1195,Finance,Brazil,False,Illegal,9,9,Bank_286,Bahamas,3 or more
Russia,4658064.0,Cash Withdrawal,2023-01-11 10:00:00,Person_4792,Oil & Gas,Switzerland,False,Illegal,3,9,Bank_308,Singapore,3 or more
Russia,4743868.0,Cryptocurrency,2023-01-11 11:00:00,Person_5837,Oil & Gas,Switzerland,False,Legal,8,4,Bank_53,Bahamas,3 or more
UAE,1389318.0,Offshore Transfer,2023-01-11 12:00:00,Person_8545,Casinos,South Africa,False,Legal,10,1,Bank_365,Switzerland,Less than 3
Brazil,1347744.0,Property Purchase,2023-01-11 13:00:00,Person_7806,Casinos,UK,False,Illegal,3,8,Bank_63,Luxembourg,3 or more
South Africa,1684760.0,Property Purchase,2023-01-11 14:00:00,Person_5026,Construction,India,False,Illegal,1,5,Bank_259,Singapore,3 or more
Brazil,194278.0,Cryptocurrency,2023-01-11 15:00:00,Person_8590,Luxury Goods,South Africa,True,Illegal,6,5,Bank_318,Switzerland,3 or more
Russia,4201427.0,Cryptocurrency,2023-01-11 16:00:00,Person_2772,Oil & Gas,South Africa,False,Legal,7,9,Bank_443,Switzerland,3 or more
South Africa,2569784.0,Stocks Transfer,2023-01-11 17:00:00,Person_1799,Arms Trade,UK,False,Illegal,3,0,Bank_356,Bahamas,Less than 3
India,1779001.0,Property Purchase,2023-01-11 18:00:00,Person_5724,Luxury Goods,Singapore,False,Illegal,10,7,Bank_212,Luxembourg,3 or more
UAE,3068238.0,Cryptocurrency,2023-01-11 19:00:00,Person_8660,Oil & Gas,India,True,Legal,1,8,Bank_300,Bahamas,3 or more
Switzerland,3293642.0,Property Purchase,2023-01-11 20:00:00,Person_9034,Finance,China,True,Illegal,4,1,Bank_62,Switzerland,Less than 3
India,2905260.0,Offshore Transfer,2023-01-11 21:00:00,Person_861,Casinos,India,False,Illegal,10,5,Bank_233,Cayman Islands,3 or more
UAE,3606930.0,Stocks Transfer,2023-01-11 22:00:00,Person_1900,Construction,Brazil,False,Illegal,7,3,Bank_13,Cayman Islands,3 or more
China,3252642.0,Cryptocurrency,2023-01-11 23:00:00,Person_6143,Arms Trade,Switzerland,False,Illegal,7,9,Bank_33,Luxembourg,3 or more
Russia,2549937.0,Cash Withdrawal,2023-01-12 00:00:00,Person_7606,Finance,South Africa,False,Illegal,8,7,Bank_10,Switzerland,3 or more
UAE,1218771.0,Stocks Transfer,2023-01-12 01:00:00,Person_7364,Oil & Gas,India,True,Legal,8,1,Bank_424,Panama,Less than 3
Singapore,1670266.0,Property Purchase,2023-01-12 02:00:00,Person_4914,Arms Trade,South Africa,False,Illegal,7,4,Bank_44,Switzerland,3 or more
Russia,2105961.0,Cryptocurrency,2023-01-12 03:00:00,Person_1610,Finance,Brazil,False,Illegal,6,2,Bank_190,Panama,Less than 3
UAE,1125365.0,Property Purchase,2023-01-12 04:00:00,Person_2810,Arms Trade,India,False,Illegal,9,1,Bank_265,Cayman Islands,Less than 3
UAE,1377472.0,Stocks Transfer,2023-01-12 05:00:00,Person_4443,Oil & Gas,India,False,Illegal,6,7,Bank_358,Singapore,3 or more
Brazil,172605.0,Cash Withdrawal,2023-01-12 06:00:00,Person_5176,Oil & Gas,Russia,False,Legal,10,6,Bank_448,Panama,3 or more
China,4888814.0,Cryptocurrency,2023-01-12 07:00:00,Person_7580,Real Estate,USA,False,Legal,5,5,Bank_187,Switzerland,3 or more
Brazil,1072817.0,Property Purchase,2023-01-12 08:00:00,Person_2157,Oil & Gas,Russia,False,Illegal,10,6,Bank_417,Cayman Islands,3 or more
Singapore,834690.0,Cash Withdrawal,2023-01-12 09:00:00,Person_9067,Construction,Switzerland,False,Illegal,10,4,Bank_250,Cayman Islands,3 or more
Switzerland,2047772.0,Cash Withdrawal,2023-01-12 10:00:00,Person_9389,Construction,Russia,False,Illegal,6,2,Bank_76,Singapore,Less than 3
USA,4099154.0,Stocks Transfer,2023-01-12 11:00:00,Person_8843,Construction,India,False,Illegal,6,4,Bank_412,Switzerland,3 or more
China,2848474.0,Stocks Transfer,2023-01-12 12:00:00,Person_2470,Construction,India,False,Illegal,6,2,Bank_80,Luxembourg,Less than 3
UK,1271675.0,Property Purchase,2023-01-12 13:00:00,Person_9044,Luxury Goods,India,True,Illegal,8,1,Bank_395,Singapore,Less than 3
South Africa,2070156.0,Cash Withdrawal,2023-01-12 14:00:00,Person_1944,Finance,Russia,False,Illegal,9,8,Bank_300,Singapore,3 or more
UAE,1102006.0,Offshore Transfer,2023-01-12 15:00:00,Person_2645,Finance,Singapore,False,Legal,6,2,Bank_257,Switzerland,Less than 3
South Africa,4455464.0,Stocks Transfer,2023-01-12 16:00:00,Person_3999,Luxury Goods,China,False,Legal,2,2,Bank_228,Luxembourg,Less than 3
Switzerland,3682401.0,Cryptocurrency,2023-01-12 17:00:00,Person_9994,Casinos,India,False,Legal,2,1,Bank_478,Luxembourg,Less than 3
China,1867602.0,Cryptocurrency,2023-01-12 18:00:00,Person_5120,Construction,India,False,Legal,8,7,Bank_344,Panama,3 or more
UAE,3698767.0,Property Purchase,2023-01-12 19:00:00,Person_5206,Oil & Gas,South Africa,True,Illegal,4,3,Bank_227,Bahamas,3 or more
Switzerland,3249809.0,Property Purchase,2023-01-12 20:00:00,Person_3220,Finance,Switzerland,False,Legal,8,5,Bank_332,Bahamas,3 or more
China,4805579.0,Offshore Transfer,2023-01-12 21:00:00,Person_8772,Real Estate,Russia,True,Illegal,10,8,Bank_212,Switzerland,3 or more
South Africa,1499023.0,Stocks Transfer,2023-01-12 22:00:00,Person_5226,Casinos,South Africa,False,Illegal,9,1,Bank_242,Switzerland,Less than 3
USA,2241807.0,Cryptocurrency,2023-01-12 23:00:00,Person_6699,Real Estate,Russia,True,Illegal,8,8,Bank_62,Luxembourg,3 or more
Singapore,1726052.0,Stocks Transfer,2023-01-13 00:00:00,Person_5597,Casinos,UK,True,Illegal,10,7,Bank_248,Panama,3 or more
Brazil,4812704.0,Cryptocurrency,2023-01-13 01:00:00,Person_7075,Oil & Gas,UAE,False,Illegal,9,0,Bank_299,Switzerland,Less than 3
China,2806467.0,Property Purchase,2023-01-13 02:00:00,Person_4070,Real Estate,Switzerland,False,Illegal,7,7,Bank_185,Singapore,3 or more
China,3693961.0,Cryptocurrency,2023-01-13 03:00:00,Person_9452,Real Estate,South Africa,False,Illegal,7,8,Bank_345,Switzerland,3 or more
China,4658816.0,Property Purchase,2023-01-13 04:00:00,Person_2450,Construction,Russia,False,Illegal,6,9,Bank_349,Singapore,3 or more
Brazil,4159247.0,Offshore Transfer,2023-01-13 05:00:00,Person_753,Casinos,UK,True,Legal,5,9,Bank_165,Switzerland,3 or more
USA,4210484.0,Offshore Transfer,2023-01-13 06:00:00,Person_2904,Arms Trade,India,False,Legal,5,0,Bank_443,Panama,Less than 3
South Africa,4911594.0,Offshore Transfer,2023-01-13 07:00:00,Person_472,Luxury Goods,Russia,False,Illegal,3,8,Bank_416,Bahamas,3 or more
Singapore,402861.0,Stocks Transfer,2023-01-13 08:00:00,Person_3999,Arms Trade,USA,False,Legal,8,8,Bank_263,Panama,3 or more
South Africa,4641477.0,Stocks Transfer,2023-01-13 09:00:00,Person_4725,Real Estate,Brazil,False,Illegal,2,4,Bank_341,Bahamas,3 or more
Russia,4986604.0,Property Purchase,2023-01-13 10:00:00,Person_4615,Real Estate,South Africa,False,Illegal,5,2,Bank_450,Cayman Islands,Less than 3
Singapore,3436485.0,Cash Withdrawal,2023-01-13 11:00:00,Person_4880,Luxury Goods,Switzerland,False,Illegal,10,9,Bank_121,Panama,3 or more
Russia,605321.0,Property Purchase,2023-01-13 12:00:00,Person_7285,Luxury Goods,Brazil,False,Illegal,10,1,Bank_384,Switzerland,Less than 3
South Africa,3897104.0,Cryptocurrency,2023-01-13 13:00:00,Person_2601,Oil & Gas,South Africa,False,Legal,9,2,Bank_449,Panama,Less than 3
China,3491348.0,Stocks Transfer,2023-01-13 14:00:00,Person_4427,Casinos,Brazil,False,Illegal,4,5,Bank_275,Bahamas,3 or more
Russia,649586.0,Cryptocurrency,2023-01-13 15:00:00,Person_9719,Arms Trade,South Africa,True,Illegal,5,8,Bank_381,Panama,3 or more
India,1733044.0,Stocks Transfer,2023-01-13 16:00:00,Person_817,Construction,India,False,Illegal,8,3,Bank_261,Cayman Islands,3 or more
China,3741228.0,Cash Withdrawal,2023-01-13 17:00:00,Person_4498,Construction,Russia,False,Illegal,10,7,Bank_171,Singapore,3 or more
UAE,2575876.0,Cash Withdrawal,2023-01-13 18:00:00,Person_3872,Construction,Brazil,False,Legal,1,5,Bank_242,Panama,3 or more
South Africa,2307211.0,Offshore Transfer,2023-01-13 19:00:00,Person_2957,Real Estate,USA,True,Illegal,5,5,Bank_430,Luxembourg,3 or more
UAE,1151042.0,Cryptocurrency,2023-01-13 20:00:00,Person_33,Construction,Russia,False,Illegal,10,5,Bank_346,Luxembourg,3 or more
South Africa,1133100.0,Offshore Transfer,2023-01-13 21:00:00,Person_1935,Luxury Goods,Switzerland,False,Illegal,5,4,Bank_236,Panama,3 or more
Singapore,2775787.0,Cash Withdrawal,2023-01-13 22:00:00,Person_1561,Luxury Goods,India,False,Illegal,6,7,Bank_100,Luxembourg,3 or more
Switzerland,2918341.0,Offshore Transfer,2023-01-13 23:00:00,Person_5404,Construction,USA,False,Legal,10,2,Bank_325,Cayman Islands,Less than 3
UK,2866107.0,Property Purchase,2023-01-14 00:00:00,Person_9368,Luxury Goods,UK,False,Legal,1,3,Bank_331,Bahamas,3 or more
Russia,1610844.0,Cryptocurrency,2023-01-14 01:00:00,Person_116,Construction,Singapore,False,Illegal,6,4,Bank_315,Cayman Islands,3 or more
Russia,1823857.0,Offshore Transfer,2023-01-14 02:00:00,Person_5358,Arms Trade,Singapore,False,Illegal,8,7,Bank_456,Panama,3 or more
Russia,4196378.0,Offshore Transfer,2023-01-14 03:00:00,Person_1321,Oil & Gas,UAE,False,Legal,8,0,Bank_292,Luxembourg,Less than 3
Switzerland,3180256.0,Offshore Transfer,2023-01-14 04:00:00,Person_4229,Arms Trade,India,False,Illegal,3,5,Bank_481,Panama,3 or more
Russia,2299022.0,Property Purchase,2023-01-14 05:00:00,Person_8007,Construction,Singapore,False,Illegal,7,5,Bank_462,Switzerland,3 or more
USA,1996672.0,Property Purchase,2023-01-14 06:00:00,Person_4007,Real Estate,UAE,False,Illegal,9,1,Bank_383,Panama,Less than 3
South Africa,3503164.0,Cash Withdrawal,2023-01-14 07:00:00,Person_9288,Finance,Russia,True,Illegal,1,6,Bank_313,Singapore,3 or more
Brazil,3715655.0,Property Purchase,2023-01-14 08:00:00,Person_6632,Construction,China,True,Illegal,6,0,Bank_172,Switzerland,Less than 3
Switzerland,2508415.0,Property Purchase,2023-01-14 09:00:00,Person_7919,Oil & Gas,UAE,False,Illegal,6,4,Bank_92,Bahamas,3 or more
Singapore,4264586.0,Cryptocurrency,2023-01-14 10:00:00,Person_2609,Construction,China,False,Illegal,7,7,Bank_432,Singapore,3 or more
China,3658088.0,Property Purchase,2023-01-14 11:00:00,Person_7987,Casinos,USA,False,Illegal,4,0,Bank_319,Panama,Less than 3
Russia,1729446.0,Stocks Transfer,2023-01-14 12:00:00,Person_1879,Finance,UK,False,Illegal,8,0,Bank_225,Luxembourg,Less than 3
UK,75909.0,Property Purchase,2023-01-14 13:00:00,Person_1418,Luxury Goods,China,False,Illegal,2,6,Bank_379,Cayman Islands,3 or more
Brazil,4700776.0,Property Purchase,2023-01-14 14:00:00,Person_2609,Finance,Russia,False,Legal,5,5,Bank_299,Cayman Islands,3 or more
USA,1932492.0,Cryptocurrency,2023-01-14 15:00:00,Person_4182,Luxury Goods,Switzerland,True,Illegal,9,4,Bank_111,Bahamas,3 or more
USA,1157002.0,Cryptocurrency,2023-01-14 16:00:00,Person_8910,Arms Trade,India,False,Illegal,8,0,Bank_229,Panama,Less than 3
UAE,853854.0,Offshore Transfer,2023-01-14 17:00:00,Person_1966,Luxury Goods,UAE,False,Legal,3,5,Bank_405,Luxembourg,3 or more
India,1829762.0,Cryptocurrency,2023-01-14 18:00:00,Person_5164,Oil & Gas,Switzerland,False,Illegal,1,7,Bank_46,Luxembourg,3 or more
UAE,1002535.0,Cash Withdrawal,2023-01-14 19:00:00,Person_122,Oil & Gas,UK,False,Illegal,1,4,Bank_248,Singapore,3 or more
UK,1384943.0,Cryptocurrency,2023-01-14 20:00:00,Person_7272,Construction,Switzerland,False,Illegal,2,2,Bank_450,Panama,Less than 3
Switzerland,3712320.0,Stocks Transfer,2023-01-14 21:00:00,Person_5449,Casinos,South Africa,False,Legal,3,6,Bank_17,Luxembourg,3 or more
Russia,3548405.0,Stocks Transfer,2023-01-14 22:00:00,Person_9226,Construction,China,False,Legal,5,9,Bank_95,Singapore,3 or more
UAE,1182829.0,Stocks Transfer,2023-01-14 23:00:00,Person_1690,Luxury Goods,India,False,Legal,7,2,Bank_56,Switzerland,Less than 3
South Africa,1177905.0,Property Purchase,2023-01-15 00:00:00,Person_6618,Construction,Switzerland,False,Illegal,9,1,Bank_487,Bahamas,Less than 3
Russia,1883136.0,Cash Withdrawal,2023-01-15 01:00:00,Person_454,Construction,UAE,False,Illegal,9,2,Bank_361,Luxembourg,Less than 3
Russia,2418691.0,Property Purchase,2023-01-15 02:00:00,Person_7319,Real Estate,UAE,False,Illegal,2,3,Bank_184,Panama,3 or more
UK,4679761.0,Property Purchase,2023-01-15 03:00:00,Person_2617,Real Estate,South Africa,True,Legal,4,3,Bank_373,Switzerland,3 or more
USA,1772404.0,Stocks Transfer,2023-01-15 04:00:00,Person_4635,Real Estate,Brazil,False,Legal,6,5,Bank_58,Cayman Islands,3 or more
